Date,Open,High,Low,Close,Adj Close,Volume
2012-06-29,7730.020020,7801.839844,7730.020020,7801.839844,7801.839844,4590480000
2012-07-02,7810.830078,7832.149902,7768.350098,7832.149902,7832.149902,3301650000
2012-07-03,7838.660156,7905.779785,7834.779785,7901.669922,7901.669922,2116390000
2012-07-05,7855.089844,7869.250000,7809.410156,7837.770020,7837.770020,3041520000
2012-07-06,7768.569824,7768.569824,7722.970215,7756.609863,7756.609863,2745140000
2012-07-09,7742.020020,7747.100098,7699.959961,7736.399902,7736.399902,2904860000
2012-07-10,7753.740234,7786.470215,7638.310059,7667.569824,7667.569824,3470600000
2012-07-11,7667.660156,7704.830078,7643.910156,7685.319824,7685.319824,3426290000
2012-07-12,7633.640137,7665.169922,7578.589844,7638.649902,7638.649902,3654440000
2012-07-13,7654.020020,7764.740234,7654.020020,7758.299805,7758.299805,3212930000
2012-07-16,7741.560059,7759.479980,7705.669922,7743.020020,7743.020020,2862720000
2012-07-17,7763.149902,7799.660156,7690.509766,7794.770020,7794.770020,3566680000
2012-07-18,7768.490234,7846.250000,7760.060059,7831.089844,7831.089844,3642630000
2012-07-19,7843.529785,7871.129883,7821.830078,7849.750000,7849.750000,4043360000
2012-07-20,7795.359863,7795.359863,7752.189941,7759.589844,7759.589844,3925020000
2012-07-23,7670.430176,7684.459961,7596.660156,7670.540039,7670.540039,3717180000
2012-07-24,7667.100098,7668.759766,7538.240234,7590.609863,7590.609863,3891290000
2012-07-25,7618.080078,7639.330078,7569.040039,7607.569824,7607.569824,3719170000
2012-07-26,7691.750000,7770.220215,7691.750000,7754.509766,7754.509766,4429300000
2012-07-27,7792.959961,7932.970215,7792.959961,7912.160156,7912.160156,4399010000
2012-07-30,7898.040039,7939.149902,7885.899902,7911.040039,7911.040039,3212060000
2012-07-31,7894.700195,7917.410156,7863.209961,7863.930176,7863.930176,3821570000
2012-08-01,7891.339844,7898.140137,7839.700195,7841.330078,7841.330078,4440920000
2012-08-02,7791.490234,7823.919922,7710.830078,7765.600098,7765.600098,4193740000
2012-08-03,7848.319824,7960.049805,7848.319824,7939.549805,7939.549805,3751170000
2012-08-06,7958.430176,7997.439941,7958.430176,7964.089844,7964.089844,3122050000
2012-08-07,7997.720215,8049.629883,7997.720215,8017.709961,8017.709961,3682490000
2012-08-08,7989.680176,8033.379883,7984.879883,8018.240234,8018.240234,3221790000
2012-08-09,8008.000000,8046.390137,8002.959961,8025.000000,8025.000000,3119610000
2012-08-10,7994.240234,8045.640137,7973.569824,8044.759766,8044.759766,2767980000
2012-08-13,8035.299805,8039.439941,7985.529785,8018.640137,8018.640137,2499990000
2012-08-14,8042.490234,8054.799805,8002.029785,8019.529785,8019.529785,2930900000
2012-08-15,8009.140137,8039.540039,8003.149902,8029.009766,8029.009766,2655750000
2012-08-16,8031.390137,8099.129883,8019.020020,8089.990234,8089.990234,3114100000
2012-08-17,8099.020020,8104.470215,8079.350098,8102.069824,8102.069824,2922990000
2012-08-20,8088.549805,8096.700195,8058.890137,8094.330078,8094.330078,2766320000
2012-08-21,8117.000000,8160.419922,8070.290039,8082.680176,8082.680176,3282950000
2012-08-22,8061.200195,8086.620117,8030.370117,8074.200195,8074.200195,3062690000
2012-08-23,8063.799805,8063.799805,8001.609863,8011.439941,8011.439941,3008240000
2012-08-24,7993.430176,8061.870117,7979.339844,8047.870117,8047.870117,2598790000
2012-08-27,8056.410156,8070.859863,8031.330078,8036.240234,8036.240234,2472500000
2012-08-28,8026.169922,8058.799805,8014.620117,8033.850098,8033.850098,2629090000
2012-08-29,8034.979980,8048.209961,8012.149902,8031.649902,8031.649902,2571220000
2012-08-30,8003.520020,8003.520020,7949.660156,7966.229980,7966.229980,2530280000
2012-08-31,8012.990234,8047.959961,7970.750000,8014.930176,8014.930176,2938250000
2012-09-04,8012.870117,8024.049805,7960.870117,8002.310059,8002.310059,3200310000
2012-09-05,8001.060059,8016.470215,7975.549805,7992.009766,7992.009766,3389110000
2012-09-06,8038.029785,8160.560059,8038.029785,8160.560059,8160.560059,3952870000
2012-09-07,8191.810059,8234.519531,8191.810059,8234.509766,8234.509766,3717620000
2012-09-10,8221.700195,8242.740234,8191.950195,8192.389648,8192.389648,3223670000
2012-09-11,8209.259766,8264.290039,8209.259766,8246.139648,8246.139648,3509630000
2012-09-12,8272.089844,8286.339844,8247.230469,8267.309570,8267.309570,3641200000
2012-09-13,8262.900391,8427.530273,8248.549805,8407.030273,8407.030273,4606550000
2012-09-14,8442.150391,8515.599609,8437.919922,8458.870117,8458.870117,5041990000
2012-09-17,8442.490234,8455.570313,8393.219727,8408.959961,8408.959961,3482430000
2012-09-18,8388.549805,8404.830078,8369.259766,8387.429688,8387.429688,3377390000
2012-09-19,8397.790039,8424.139648,8379.169922,8400.480469,8400.480469,3451360000
2012-09-20,8345.330078,8379.280273,8313.059570,8372.910156,8372.910156,3382520000
2012-09-21,8411.580078,8421.190430,8375.679688,8377.509766,8377.509766,4833870000
2012-09-24,8341.879883,8378.940430,8331.490234,8356.559570,8356.559570,3008920000
2012-09-25,8376.709961,8396.320313,8274.769531,8274.780273,8274.780273,3739900000
2012-09-26,8252.919922,8254.459961,8201.230469,8221.320313,8221.320313,3565380000
2012-09-27,8249.980469,8317.309570,8241.440430,8303.740234,8303.740234,3150330000
2012-09-28,8303.690430,8303.690430,8218.540039,8251.000000,8251.000000,3509230000
2012-10-01,8276.089844,8352.400391,8266.679688,8284.360352,8284.360352,3505080000
2012-10-02,8284.269531,8332.209961,8265.240234,8295.110352,8295.110352,3321790000
2012-10-03,8300.339844,8320.610352,8261.099609,8297.500000,8297.500000,3531640000
2012-10-04,8328.019531,8380.030273,8328.019531,8376.330078,8376.330078,3615860000
2012-10-05,8410.700195,8442.830078,8361.830078,8384.070313,8384.070313,3172940000
2012-10-08,8347.980469,8368.719727,8337.389648,8359.110352,8359.110352,2328720000
2012-10-09,8347.700195,8361.860352,8278.110352,8279.110352,8279.110352,3216320000
2012-10-10,8271.790039,8282.790039,8215.790039,8229.169922,8229.169922,3225060000
2012-10-11,8281.830078,8309.669922,8256.530273,8256.589844,8256.589844,3672540000
2012-10-12,8256.389648,8287.290039,8210.480469,8227.080078,8227.080078,3134750000
2012-10-15,8244.610352,8298.250000,8221.200195,8293.500000,8293.500000,3483810000
2012-10-16,8293.500000,8389.549805,8293.500000,8386.469727,8386.469727,3568770000
2012-10-17,8400.959961,8452.980469,8393.879883,8446.509766,8446.509766,3655320000
2012-10-18,8427.790039,8470.690430,8417.919922,8442.820313,8442.820313,3880030000
2012-10-19,8423.950195,8423.950195,8301.099609,8324.139648,8324.139648,3875170000
2012-10-22,8320.780273,8345.379883,8266.580078,8329.179688,8329.179688,3216220000
2012-10-23,8252.879883,8252.879883,8152.790039,8195.309570,8195.309570,3587670000
2012-10-24,8219.889648,8237.410156,8169.080078,8179.259766,8179.259766,3385970000
2012-10-25,8231.490234,8258.709961,8166.189941,8211.910156,8211.910156,3512640000
2012-10-26,8202.809570,8225.040039,8154.959961,8190.200195,8190.200195,3284910000
